tender_id,department,estimated_cost,participating_bidders,bid_amounts,winning_bidder,winning_bid,tender_date,location
T00226,PWD,7111025,"Prime Solutions Ltd,Prime Constructions LTD,Crown Constructions Ltd,Global Engineering Corp,Tech Services LTD,Crown Solutions Corp,Best Services Inc","7163547,7114111,7056115,7160681,7077390,7085543,7072170",Crown Constructions Ltd,7056115.0371575905,2024-06-17 15:18:01.042518,East
T00227,Energy,105958,"Crown Services Corp,Crown Projects Corp,Tech Services LTD,Best Projects Corp,Elite Infrastructure Corp,Elite Services Ltd,Best Projects Ltd","105958,105958,105958,105958,105958",Crown Services Corp,79345.9322815917,2025-02-26 15:18:01.042518,North
T00228,Water Supply,165806,"Prime Engineering Inc,Global Constructions Inc,Crown Solutions Corp,Global Services Ltd","136473,165627,204076,183442",Prime Engineering Inc,136473.3123984192,2026-01-20 15:18:01.042518,West
T00229,Housing,3564636,"Crown Constructions Ltd,United Projects PVT LTD,Global Solutions Corp,Best Projects Ltd,Tech Infrastructure LTD,Global Services Inc,Tech Projects LTD","3181756,2471705,3710595,3832725,4686782,4520809,3968589",United Projects PVT LTD,2471705.1465296797,2024-07-28 15:18:01.042518,Central
T00230,Energy,1576075,"Global Engineering Corp,Crown Engineering Inc","1516755,1918324",Global Engineering Corp,1516755.1564343702,2025-03-09 15:18:01.042518,Central
T00231,Energy,1338291,"Crown Constructions Ltd,Best Projects Ltd,United Projects Corp,Global Solutions Corp","1269069,1474145,1199724,1207135",United Projects Corp,1199724.5010124857,2026-01-28 15:18:01.042518,East
T00232,Education,781786,"Global Services Inc,Best Projects Corp,Tech Infrastructure LTD,Best Projects PVT LTD","772455,785391,768760,793744",Tech Infrastructure LTD,768760.3221259004,2025-08-28 15:18:01.042518,West
T00233,Water Supply,1565507,"Global Projects Ltd,Elite Services Inc,Prime Projects Inc,Best Projects PVT LTD,Global Infrastructure Inc","1540768,1713750,1265833,1705521,1507994",Prime Projects Inc,1265833.7899703258,2024-03-30 15:18:01.042518,South
T00234,Water Supply,2193388,"Crown Projects Corp,Prime Solutions Ltd,Best Services Inc","1979579,2198630,2195791",Crown Projects Corp,1979579.8366049181,2024-11-25 15:18:01.042518,West
T00235,Health,1192798,"Best Projects Ltd,Crown Constructions Ltd,Elite Solutions PVT LTD","1248023,1177883,1209887",Crown Constructions Ltd,1177883.8236838283,2025-07-19 15:18:01.042518,North
T00236,Energy,815093,"Global Constructions Inc,Best Services Ltd,Global Infrastructure Corp,Crown Services Corp,Best Projects Ltd,Prime Projects Inc,Royal Infrastructure LTD,Prime Solutions Ltd","666469,1023801,1060743,796071,533218,721792,1056483,811373",Best Projects Ltd,533218.475195632,2026-03-04 15:18:01.042518,North
T00237,Housing,111681,"Tech Solutions PVT LTD,Best Services Inc,Elite Infrastructure Corp,Elite Solutions PVT LTD,Tech Projects LTD,Prime Engineering Inc,Royal Solutions Inc","100956,106469,103780,103264,92866,154272,104708",Tech Projects LTD,92866.6465658094,2025-01-05 15:18:01.042518,South
T00238,Health,3103686,"Tech Infrastructure LTD,Royal Services Inc,Global Services Ltd","4207436,3364692,3088703",Best Projects Ltd,3088703.1681446745,2024-07-06 15:18:01.042518,Northwest
T00239,Transport,128902,"United Constructions Inc,Prime Projects Inc,Global Solutions Corp,Crown Projects Corp","137541,117463,134193,136416",Prime Projects Inc,117463.65496272313,2025-03-08 15:18:01.042518,Central
T00240,PWD,339084,"Tech Solutions PVT LTD,United Solutions PVT LTD,Prime Engineering PVT LTD,Global Projects Ltd,Global Constructions LTD","403633,259057,347763,499712,277600",United Solutions PVT LTD,259057.98792644305,2024-05-31 15:18:01.042518,East
T00241,Housing,180908,"Global Solutions Corp,Best Services Ltd","173814,182016",Global Solutions Corp,173814.46711113138,2025-04-27 15:18:01.042518,Central
T00242,PWD,1480335,"Global Constructions Inc,Global Projects Ltd,Crown Services Corp,Global Solutions Corp,Prime Projects Inc","1691745,1563314,1685976,1220189,1525459",Best Projects Ltd,1220189.2093616982,2025-12-21 15:18:01.042518,West
T00243,Transport,38756,"Global Solutions Corp,Tech Services LTD,Prime Engineering Inc,Elite Services Ltd,Best Projects PVT LTD,Global Projects Ltd,Crown Engineering Inc,Prime Constructions LTD","24578,40767,38267,37329,32097,37073,42166,35525",Global Solutions Corp,24578.8751682057,2025-12-19 15:18:01.042518,South
T00244,Health,1541464,"Royal Solutions Inc,Crown Services Corp,Global Projects Ltd,Prime Solutions Ltd,Crown Solutions LTD,Global Infrastructure Inc,Best Projects Inc","1841287,1387330,1758759,1426804,1649769,1354697,1284785",Best Projects Inc,1284785.591526688,2024-08-19 15:18:01.042518,East
T00245,Transport,573871,"Elite Infrastructure Corp,Prime Constructions LTD,Crown Projects Corp","569804,573204,569758",Crown Projects Corp,569758.7655478382,2025-12-14 15:18:01.042518,East
T00246,PWD,2415771,"Crown Solutions Corp,Elite Infrastructure PVT LTD,Tech Solutions PVT LTD,Crown Engineering Inc,United Solutions PVT LTD,Crown Projects Corp,Global Engineering Corp","2610431,2449810,2431986,2424779,2453679,2385364,2375086",Global Engineering Corp,2375086.436476596,2025-09-01 15:18:01.042518,Central
T00247,Housing,136822,"Global Services Ltd,Crown Solutions LTD","139115,124618",Crown Solutions LTD,124618.88122868854,2025-02-12 15:18:01.042518,Central
T00248,Water Supply,166322,"Global Infrastructure Inc,Global Services Inc,Global Infrastructure PVT LTD,United Projects Corp,Global Constructions LTD,Crown Projects Corp","167525,175380,189106,189536,284699,115806",Crown Projects Corp,115806.32548096096,2024-04-19 15:18:01.042518,Northwest
T00249,PWD,178164,"Royal Infrastructure LTD,Prime Solutions Ltd,Global Services Inc,Prime Constructions LTD,Prime Engineering PVT LTD,Tech Infrastructure LTD,Global Projects PVT LTD","212696,186551,271441,142607,227480,252805,145448",Prime Constructions LTD,142607.14173412576,2025-12-18 15:18:01.042518,West
T00250,Energy,1617947,"Elite Services Ltd,Crown Solutions Corp,Crown Constructions Ltd,Global Constructions LTD,Prime Engineering PVT LTD,United Constructions Inc,Global Infrastructure PVT LTD","1537012,1000607,1761216,1665001,2174880,1828300,2558279",Crown Solutions Corp,1000607.4590589332,2025-01-02 15:18:01.042518,North
T00251,Transport,587086,"Tech Solutions PVT LTD,Best Services Ltd,United Solutions PVT LTD,Crown Services Corp","558247,583841,586440,576416",Tech Solutions PVT LTD,558247.3471260234,2025-02-15 15:18:01.042518,South
T00252,Health,262605,"Prime Engineering Inc,Prime Projects Inc,Global Solutions PVT LTD,Best Services Ltd","228644,198221,258276,194358",Best Services Ltd,194358.99277255108,2025-04-16 15:18:01.042518,Northwest
T00253,Energy,1563515,"Crown Constructions Ltd,Tech Infrastructure LTD,Crown Engineering Inc,Global Solutions PVT LTD","1469753,1345149,1666576,2044241",Tech Infrastructure LTD,1345149.5690308735,2024-11-06 15:18:01.042518,North
T00254,Education,30019,"Crown Projects Corp,Global Constructions LTD,Tech Infrastructure LTD,Crown Solutions Corp,Best Services Ltd,United Projects Corp,Global Infrastructure Corp,Best Projects Inc","30717,31326,25827,28163,25600,37226,30147,43906",Best Services Ltd,25600.844600898272,2024-04-24 15:18:01.042518,West
T00255,Energy,456512,"Royal Services Inc,Prime Constructions LTD,Global Services Ltd,Crown Solutions LTD,Global Projects PVT LTD","396205,337266,318297,332549,481564",Global Services Ltd,318297.6818665713,2024-08-14 15:18:01.042518,Central
T00256,Energy,1072444,"Elite Infrastructure PVT LTD,Crown Services Corp,Elite Services Ltd","973680,1104396,1480506",Elite Infrastructure PVT LTD,973680.5034742323,2025-08-03 15:18:01.042518,South
T00257,Education,1919590,"Global Services Inc,Global Constructions Inc,Prime Engineering PVT LTD,Prime Solutions Ltd,Royal Infrastructure LTD,Global Engineering Inc","1874993,1916229,1909535,1890490,1913366,1938876",Best Projects Ltd,1874993.6563008626,2024-04-24 15:18:01.042518,West
T00258,Energy,1077602,"United Solutions PVT LTD,Tech Projects LTD,Global Projects PVT LTD,United Projects PVT LTD","1041931,1363388,761809,1123089",Global Projects PVT LTD,761809.6910281501,2024-06-22 15:18:01.042518,South
T00259,PWD,1560897,"Best Projects Inc,Tech Projects LTD,Prime Projects Inc,Prime Solutions Ltd,Best Projects Ltd,Elite Services Inc","1579219,1344878,1111645,1371831,2666809,1416416",Prime Projects Inc,1111645.3098826152,2025-04-18 15:18:01.042518,Central
T00260,Energy,26457,"Best Projects Corp,Crown Projects Corp,Global Constructions Inc,Tech Solutions PVT LTD,Best Projects PVT LTD,Global Solutions Corp","30632,29070,31332,38227,22792,21905",Global Solutions Corp,21905.782268319617,2025-08-02 15:18:01.042518,Northwest
T00261,Energy,96807,"Crown Engineering Ltd,Prime Projects Inc,Tech Projects LTD,Crown Engineering Inc,Best Projects Inc,Global Engineering Corp,Prime Engineering Inc,Global Projects PVT LTD","107590,106746,67279,84274,67060,122360,132933,113140",Best Projects Inc,67060.00255546173,2024-06-11 15:18:01.042518,East
T00262,PWD,113798,"Global Solutions Corp,Tech Solutions PVT LTD","112216,112171",Tech Solutions PVT LTD,112171.11713632933,2025-07-29 15:18:01.042518,North
T00263,Housing,4617652,"United Constructions Inc,Crown Engineering Inc,Global Engineering Corp,Prime Engineering Inc,Global Solutions Corp,Best Services Ltd","6001131,6104481,4126595,4428416,3297612,3930286",Global Solutions Corp,3297612.4688988696,2025-02-08 15:18:01.042518,West
T00264,Education,2125761,"Crown Projects Corp,Prime Constructions LTD,Elite Infrastructure PVT LTD,Crown Engineering Ltd,Prime Engineering Inc","2125761,2125761,2125761,2125761,2125761",Crown Engineering Ltd,1807978.1051808065,2025-11-21 15:18:01.042518,South
T00265,Transport,245635,"United Projects Corp,Prime Constructions LTD,Prime Engineering PVT LTD,Global Services Ltd,Tech Projects LTD,Crown Engineering Ltd,Best Projects PVT LTD","244926,225105,240308,241332,228113,233244,338179",Prime Constructions LTD,225105.5754009931,2025-08-07 15:18:01.042518,West
T00266,Transport,1159781,"United Solutions PVT LTD,Best Services Inc,Elite Infrastructure Corp,Global Services Ltd,Global Engineering Corp,Prime Engineering PVT LTD,Global Infrastructure Inc,Elite Infrastructure PVT LTD","1265534,1151150,1177799,1164556,1174937,1182234,1149964,1181173",Global Infrastructure Inc,1149964.8658831546,2025-05-04 15:18:01.042518,East
T00267,Health,320982,"Elite Infrastructure PVT LTD,Prime Engineering PVT LTD","356800,213490",Prime Engineering PVT LTD,213490.59739412516,2025-10-16 15:18:01.042518,Northeast
T00268,Transport,658232,"Crown Projects Corp,Elite Services Inc,Crown Engineering Inc,Global Constructions Inc,Tech Infrastructure LTD,United Projects PVT LTD,United Projects Corp","519828,630004,841428,532124,552733,511458,553659",United Projects PVT LTD,511458.5193626082,2024-08-25 15:18:01.042518,Northeast
T00269,PWD,548003,"Crown Constructions Ltd,Best Services Ltd","604904,529486",Best Services Ltd,529486.7621632313,2026-02-19 15:18:01.042518,South
T00270,Health,94856,"Global Infrastructure PVT LTD,Global Constructions LTD,Prime Engineering Inc,Crown Projects Corp,Prime Engineering PVT LTD,Elite Services Ltd,Global Solutions Corp","100557,113551,140400,118846,86728,73493,94285",Elite Services Ltd,73493.24776396318,2025-05-06 15:18:01.042518,West
T00271,Health,213374,"Global Infrastructure Corp,Prime Engineering PVT LTD,Global Projects Ltd,Elite Services Inc","225027,303952,198481,225669",Global Projects Ltd,198481.09985378047,2025-08-17 15:18:01.042518,Central
T00272,Health,184265,"Crown Engineering Ltd,Royal Infrastructure LTD,Crown Services Corp,Global Constructions Inc,Global Services Inc,Global Infrastructure Inc","219424,179729,145744,183769,199233,193916",Crown Services Corp,145744.72276216326,2025-01-19 15:18:01.042518,West
T00273,Energy,2400550,"Best Projects Corp,Prime Projects Inc,Prime Constructions LTD","2728236,2076417,2518824",Prime Projects Inc,2076417.5606100385,2025-11-18 15:18:01.042518,South
T00274,Education,13263,"Tech Solutions PVT LTD,Global Infrastructure PVT LTD,Best Services Inc,Royal Services Inc","13263,13263,13263,13263,13263",Global Infrastructure PVT LTD,12398.786915069702,2024-10-20 15:18:01.042518,Northwest
T00275,Energy,2873589,"United Solutions PVT LTD,Best Projects Corp,Prime Solutions Ltd,Best Projects PVT LTD,United Projects Corp,Royal Infrastructure LTD","2980696,2984403,2991335,3009225,2955083,2982399",United Projects Corp,2955083.9671474774,2025-01-22 15:18:01.042518,East
T00276,Energy,367942,"Crown Engineering Inc,Prime Solutions Ltd,United Projects PVT LTD,Tech Solutions PVT LTD","315244,399149,302957,279220",Tech Solutions PVT LTD,279220.46979738097,2025-03-27 15:18:01.042518,Northwest
T00277,Education,195299,"Global Infrastructure Inc,Prime Engineering PVT LTD,Global Infrastructure PVT LTD,Best Projects Inc,Royal Infrastructure LTD,Best Projects Corp,Prime Projects Inc","232063,236312,216404,225777,216538,171783,212919",Best Projects Corp,171783.57480633553,2024-05-23 15:18:01.042518,West
T00278,Education,1661078,"Crown Projects Corp,Elite Infrastructure PVT LTD","1931554,1782035",Elite Infrastructure PVT LTD,1782035.821502366,2026-02-14 15:18:01.042518,South
T00279,Health,2489490,"Global Projects Ltd,Royal Solutions Inc,Elite Infrastructure Corp,Tech Solutions PVT LTD,Elite Services Ltd,Global Solutions PVT LTD,Global Constructions LTD","2483329,2447432,2480283,2480239,2446273,2474435,2450753",Elite Services Ltd,2446273.4338755477,2024-11-04 15:18:01.042518,North
T00280,Water Supply,29200,"Global Constructions Inc,Global Solutions Corp","29203,29543",Global Constructions Inc,29203.64572553124,2025-02-05 15:18:01.042518,West
T00281,Transport,688522,"Global Services Inc,Prime Engineering PVT LTD,Best Projects Inc,Prime Solutions Ltd,Best Services Ltd","657834,656416,655587,656228,663115",Prime Projects Inc,655587.5597282682,2024-03-09 15:18:01.042518,South
T00282,Water Supply,396319,"Crown Solutions LTD,Global Services Inc,United Projects Corp,Royal Solutions Inc,Royal Infrastructure LTD,United Projects PVT LTD,Elite Solutions PVT LTD,Global Constructions LTD","455942,291214,385953,402622,398157,284756,504133,334048",Prime Projects Inc,284756.86273687193,2024-12-21 15:18:01.042518,North
T00283,PWD,826470,"Royal Services Inc,Elite Solutions PVT LTD,Prime Solutions Ltd,United Projects PVT LTD,Global Engineering Inc","1280058,638480,725877,858324,662547",Elite Solutions PVT LTD,638480.236547517,2024-08-31 15:18:01.042518,Northwest
T00284,Transport,1616279,"Crown Engineering Ltd,Prime Solutions Ltd","1694593,2125630",Crown Engineering Ltd,1694593.5929069847,2025-01-03 15:18:01.042518,Central
T00285,Water Supply,88337,"Royal Services Inc,Global Solutions Corp,Prime Engineering Inc,United Constructions Inc,Best Projects Corp,Best Projects Inc","89497,61221,87842,94462,73087,77938",Global Solutions Corp,61221.03336999897,2025-06-12 15:18:01.042518,Central
T00286,Education,511668,"United Constructions Inc,Global Services Inc,Global Infrastructure Inc,Elite Solutions PVT LTD,Global Engineering Inc,Crown Engineering Ltd,Prime Solutions Ltd","430947,640848,484482,437977,591944,464070,628389",United Constructions Inc,430947.37769646564,2024-06-27 15:18:01.042518,South
T00287,Water Supply,184754,"Elite Solutions PVT LTD,Crown Projects Corp,Elite Infrastructure Corp","176579,214913,182347",Elite Solutions PVT LTD,176579.8242615467,2025-10-06 15:18:01.042518,Northwest
T00288,Housing,9770723,"Best Services Ltd,Crown Solutions LTD,Global Projects PVT LTD,Global Infrastructure Corp,Global Solutions PVT LTD,Elite Solutions PVT LTD","10846464,8298789,10152214,9905246,7911465,12074398",Global Solutions PVT LTD,7911465.701889222,2025-04-23 15:18:01.042518,West
T00289,Energy,678281,"Global Engineering Inc,Global Infrastructure Inc,Elite Services Inc","674898,668793,667888",Elite Services Inc,667888.6894166677,2024-07-25 15:18:01.042518,East
T00290,Energy,326223,"Crown Engineering Ltd,Prime Constructions LTD,Elite Infrastructure PVT LTD,United Solutions PVT LTD","246329,245741,417634,305993",Prime Constructions LTD,245741.8684017954,2024-10-31 15:18:01.042518,Northwest
T00291,PWD,275783,"Tech Projects LTD,Best Services Inc,Tech Infrastructure LTD,Elite Services Ltd,Global Infrastructure Corp,Best Projects PVT LTD,United Constructions Inc","303723,261127,296675,334890,379959,237748,253666",Best Projects PVT LTD,237748.42991219068,2025-10-11 15:18:01.042518,East
T00292,Health,3382924,"Prime Engineering Inc,Tech Solutions PVT LTD,Prime Constructions LTD,Best Projects PVT LTD,Elite Infrastructure Corp,Prime Solutions Ltd,Tech Projects LTD","3977895,4610518,2905074,3515560,3284110,2837841,2550356",Tech Projects LTD,2094741.8681360038,2025-01-12 15:18:01.042518,West
T00293,Health,36555,"Prime Engineering PVT LTD,Crown Engineering Inc,United Constructions Inc","35995,35765,35841",Crown Engineering Inc,35765.85759761508,2025-11-23 15:18:01.042518,South
T00294,Education,597727,"Prime Projects Inc,Prime Engineering PVT LTD,Royal Infrastructure LTD,Global Infrastructure Corp,Global Infrastructure PVT LTD,Tech Infrastructure LTD,Global Engineering Corp","698496,369132,588548,599525,665638,592764,894903",Prime Engineering PVT LTD,369132.8087330802,2025-11-14 15:18:01.042518,West
T00295,Transport,691652,"Tech Solutions PVT LTD,Tech Projects LTD,Best Projects Ltd,United Projects Corp,Best Projects PVT LTD,Elite Services Ltd","708559,942557,659540,718761,841556,596236",Elite Services Ltd,596236.2820621632,2024-05-26 15:18:01.042518,West
T00296,Transport,19536,"Royal Infrastructure LTD,Crown Engineering Inc,Crown Solutions Corp,Best Services Ltd,Global Projects Ltd,Crown Constructions Ltd","19200,19326,19277,18962,19297,19253",Best Services Ltd,18962.475867745376,2025-09-15 15:18:01.042518,South
T00297,Water Supply,733603,"Elite Infrastructure PVT LTD,Royal Services Inc,Crown Solutions LTD,Prime Engineering Inc,Crown Constructions Ltd,Elite Services Ltd,United Constructions Inc","532608,621582,718608,528123,708249,1022761,736673",Prime Engineering Inc,528123.5476654558,2024-07-01 15:18:01.042518,South
T00298,Transport,706737,"United Projects Corp,Elite Services Ltd,Prime Projects Inc,United Constructions Inc,Global Constructions Inc","693414,693002,692235,698951,701167",Prime Projects Inc,692235.2005641592,2024-07-17 15:18:01.042518,West
T00299,Water Supply,94388,"Global Infrastructure Inc,Global Engineering Inc,Global Infrastructure PVT LTD,Elite Infrastructure PVT LTD,Best Projects Ltd","99158,129479,77045,80257,73398",Best Projects Ltd,73398.12384832035,2025-01-13 15:18:01.042518,North
T00300,Energy,351981,"Best Projects Ltd,Royal Infrastructure LTD,Elite Services Ltd,United Solutions PVT LTD,Prime Engineering PVT LTD,United Projects PVT LTD,Prime Solutions Ltd","386390,330170,362827,297837,534581,255199,365229",United Projects PVT LTD,255199.34668227704,2024-04-19 15:18:01.042518,East
T00301,Health,10404747,"Global Services Inc,United Solutions PVT LTD,Global Constructions LTD","9935917,10532502,10387959",Global Services Inc,9935917.039101621,2025-04-26 15:18:01.042518,Northwest
T00302,Energy,505125,"Elite Services Inc,United Solutions PVT LTD,Crown Solutions LTD,Global Constructions Inc,Global Infrastructure Corp,Royal Infrastructure LTD,Global Solutions Corp,Crown Services Corp","379940,478892,463569,568224,366933,554041,757230,384587",Global Infrastructure Corp,366933.65422068007,2025-03-22 15:18:01.042518,West
T00303,Health,664588,"Global Projects Ltd,Global Solutions Corp,United Solutions PVT LTD,Royal Solutions Inc,Global Engineering Inc","582174,723676,667137,584566,732703",Prime Projects Inc,582174.8686644458,2024-07-03 15:18:01.042518,Central
T00304,Education,7488548,"United Solutions PVT LTD,Royal Infrastructure LTD,Tech Services LTD,Tech Solutions PVT LTD,Elite Services Inc,Royal Solutions Inc,Tech Infrastructure LTD","7208019,6184756,8230577,10076420,8040550,7034054,7487486",Royal Infrastructure LTD,6184756.557316097,2024-03-27 15:18:01.042518,West
T00305,Education,76630,"Best Projects Inc,United Solutions PVT LTD,Best Projects PVT LTD,United Projects PVT LTD","86478,69754,80815,70220",United Solutions PVT LTD,69754.38006986461,2025-06-18 15:18:01.042518,South
T00306,Energy,452781,"Global Services Ltd,Tech Infrastructure LTD,Global Infrastructure PVT LTD,Best Projects Ltd,Global Solutions PVT LTD,Global Engineering Corp,United Projects PVT LTD,Crown Constructions Ltd","421466,397780,525445,436663,397634,589732,601441,401546",Global Solutions PVT LTD,397634.7845361146,2026-01-09 15:18:01.042518,Central
T00307,Water Supply,30410,"Elite Services Ltd,Tech Infrastructure LTD,United Projects PVT LTD,Global Projects PVT LTD,Crown Constructions Ltd,Royal Solutions Inc,Royal Infrastructure LTD,Global Infrastructure PVT LTD","37198,20506,36353,23867,35195,30496,25128,28032",Tech Infrastructure LTD,20506.681054510525,2025-11-06 15:18:01.042518,Northeast
T00308,Health,1399801,"Royal Solutions Inc,United Solutions PVT LTD,United Projects Corp,Best Services Ltd","2078441,1023759,1934352,1429323",United Solutions PVT LTD,1023759.628550663,2024-04-30 15:18:01.042518,Central
T00309,Transport,129856,"Best Services Ltd,Tech Infrastructure LTD,Prime Constructions LTD,Crown Engineering Inc,Global Infrastructure Corp,Global Projects Ltd,Royal Solutions Inc","99520,125036,156140,126585,175678,97143,129542",Global Projects Ltd,97143.668976703,2025-10-16 15:18:01.042518,Northwest
T00310,Education,76402,"Prime Projects Inc,Elite Infrastructure PVT LTD","82165,45384",Elite Infrastructure PVT LTD,45384.29420230765,2025-05-01 15:18:01.042518,East
T00311,Water Supply,673865,"Prime Projects Inc,Royal Services Inc,Elite Services Ltd,Crown Services Corp,Global Services Inc","862802,543929,772068,855367,472157",Prime Projects Inc,472157.3399139567,2024-08-30 15:18:01.042518,Northeast
T00312,Energy,807615,"Best Services Ltd,Best Services Inc,Global Constructions LTD,Tech Solutions PVT LTD,Crown Engineering Inc,Prime Constructions LTD","781690,769785,776263,777911,770634,784917",Best Services Inc,769785.5359548872,2026-01-20 15:18:01.042518,Northwest
T00313,Health,166890,"Prime Engineering PVT LTD,Tech Infrastructure LTD,Royal Solutions Inc,Prime Constructions LTD,Crown Engineering Inc,United Constructions Inc","136005,212897,196654,158695,209360,134946",United Constructions Inc,134946.10570391078,2025-03-24 15:18:01.042518,Northwest
T00314,Transport,82862,"Prime Projects Inc,Global Projects Ltd,Global Solutions Corp,Elite Services Inc,Tech Infrastructure LTD","75574,66028,110954,58742,73515",Elite Services Inc,58742.064012814764,2024-05-02 15:18:01.042518,West
T00315,Health,704489,"Crown Solutions LTD,Crown Constructions Ltd,Tech Projects LTD,United Solutions PVT LTD,Royal Infrastructure LTD,Best Projects Inc,Elite Services Ltd","775519,628663,789317,719484,512745,825558,855384",Royal Infrastructure LTD,512745.5966604832,2024-11-20 15:18:01.042518,East
T00316,Energy,1668458,"Global Engineering Corp,United Projects PVT LTD,Best Projects Ltd,Best Projects Inc,Elite Infrastructure PVT LTD,Prime Projects Inc","1673081,1669051,1659734,1697350,1690315,1681619",Best Projects Ltd,1659734.0182124912,2024-12-03 15:18:01.042518,Northeast
T00317,Energy,309082,"Crown Engineering Ltd,Prime Constructions LTD,Global Engineering Inc,Global Infrastructure PVT LTD,Best Projects Inc,Best Projects PVT LTD,Prime Engineering PVT LTD,Tech Infrastructure LTD","442592,353114,336273,365546,273186,276426,248036,337480",Prime Engineering PVT LTD,248036.46391364906,2024-10-12 15:18:01.042518,South
T00318,Transport,1608428,"Global Projects PVT LTD,Tech Infrastructure LTD,Prime Projects Inc","1606628,1838602,1292937",Prime Projects Inc,1292937.9756010503,2026-02-14 15:18:01.042518,Northeast
T00319,Housing,279767,"United Constructions Inc,Royal Infrastructure LTD,Global Services Inc,Crown Services Corp,Prime Constructions LTD","263792,275789,206516,260486,334298",Global Services Inc,206516.9238128075,2025-01-27 15:18:01.042518,East
T00320,Education,1184902,"United Constructions Inc,Global Solutions PVT LTD,United Solutions PVT LTD,Prime Engineering PVT LTD,Best Services Ltd","1186577,1038311,1362642,1288984,1307430",Global Solutions PVT LTD,1038311.5070477313,2024-11-26 15:18:01.042518,Central
T00321,Education,227137,"United Projects PVT LTD,United Projects Corp,Royal Solutions Inc,Crown Engineering Inc,Global Services Ltd","206393,191138,260929,210009,280771",United Projects Corp,191138.482930959,2024-09-28 15:18:01.042518,East
T00322,Transport,1261576,"United Solutions PVT LTD,Global Constructions LTD,Prime Solutions Ltd,Crown Engineering Inc,Best Projects Inc,Crown Engineering Ltd","1607613,1329245,1171759,1298278,884365,1369016",Best Projects Inc,884365.0814312432,2024-11-26 15:18:01.042518,Central
T00323,Energy,106756,"Tech Infrastructure LTD,Royal Services Inc,Prime Projects Inc,Global Services Inc,Crown Engineering Ltd,Global Infrastructure Inc,Tech Solutions PVT LTD,Elite Infrastructure Corp","81451,94131,145080,95907,75874,85391,136688,103478",Crown Engineering Ltd,75874.01482414879,2024-10-25 15:18:01.042518,Central
T00324,Health,219681,"Crown Services Corp,Crown Solutions Corp,Global Solutions Corp,Royal Infrastructure LTD,Royal Services Inc,Elite Solutions PVT LTD,Global Constructions Inc,Elite Services Ltd","274693,293499,204429,168505,202245,231419,181167,181407",Royal Infrastructure LTD,168505.2584743939,2025-06-18 15:18:01.042518,Northeast
T00325,PWD,837390,"Best Projects Ltd,Global Infrastructure Corp,Elite Services Ltd,Global Engineering Inc,Global Constructions LTD,Global Solutions Corp,Elite Infrastructure Corp,Royal Solutions Inc","840522,826650,853155,824437,834161,845358,844241,834801",Global Engineering Inc,824437.3688729492,2025-08-22 15:18:01.042518,Northwest
T00326,Water Supply,464810,"Global Infrastructure PVT LTD,Prime Engineering Inc","393832,407105",Global Infrastructure PVT LTD,393832.47664825193,2024-05-12 15:18:01.042518,South
T00327,Education,36358,"Elite Infrastructure Corp,Global Infrastructure Corp,Crown Projects Corp,Prime Engineering PVT LTD,Tech Solutions PVT LTD,Royal Services Inc","35438,37000,39354,35756,37733,37821",Elite Infrastructure Corp,35438.75236753754,2025-06-13 15:18:01.042518,North
T00328,PWD,147749,"Global Constructions LTD,Global Engineering Inc,Global Services Ltd,Global Projects Ltd,Best Projects Corp,Royal Infrastructure LTD","187447,180955,107826,177812,168449,108658",Global Services Ltd,107826.0191293314,2024-03-20 15:18:01.042518,Central
T00329,PWD,362216,"Best Services Inc,Global Constructions Inc,Tech Services LTD,Elite Solutions PVT LTD,Global Solutions PVT LTD,Global Infrastructure Corp,Global Projects Ltd,Crown Engineering Inc","382833,304699,508425,365401,344148,339277,261786,354350",Global Projects Ltd,261786.60086452778,2024-12-22 15:18:01.042518,Central
T00330,Health,1054514,"Global Infrastructure Inc,Crown Services Corp,Best Projects Corp,Global Projects PVT LTD,Crown Solutions LTD,Tech Projects LTD","887099,1025206,1123431,1095282,764897,965874",Crown Solutions LTD,764897.821562852,2024-11-05 15:18:01.042518,Central
T00331,Energy,6190694,"Best Services Inc,Royal Solutions Inc,Prime Constructions LTD","6301450,6218748,6224789",Royal Solutions Inc,6218748.166155287,2025-04-23 15:18:01.042518,Central
T00332,Housing,238874,"Global Services Inc,United Projects PVT LTD","256665,267608",Global Services Inc,256665.28065002197,2026-02-02 15:18:01.042518,Northwest
T00333,Energy,175335,"Prime Projects Inc,Prime Engineering PVT LTD,Elite Services Ltd,Elite Infrastructure Corp,Global Engineering Inc","175427,174987,175218,173152,176191",Elite Infrastructure Corp,173152.33012407157,2024-06-07 15:18:01.042518,West
T00334,Health,135481,"Tech Services LTD,Global Services Inc,Crown Engineering Ltd,United Projects Corp,Global Solutions PVT LTD","102385,141201,179870,155259,139728",Tech Services LTD,102385.74531625787,2026-02-21 15:18:01.042518,North
T00335,PWD,6519245,"Best Services Inc,United Projects Corp,Prime Engineering PVT LTD","6351195,6628968,6541266",Best Services Inc,6351195.733659185,2025-08-26 15:18:01.042518,South
T00336,PWD,38012,"Best Projects Corp,Royal Infrastructure LTD,United Projects Corp,Global Infrastructure Corp,United Projects PVT LTD,Elite Solutions PVT LTD,Best Services Ltd","40240,47431,43212,58333,32713,44882,31013",Best Services Ltd,31013.950450448996,2024-12-06 15:18:01.042518,North
